dataset,target,encoder,encoder_setting,model,input_features,output_features,fit_encoder_time,score_encoder_time,fit_model_time,score_model_time,test_matthews,train_matthews,test_auc,train_auc,test_brier,train_brier
breast.cancer.arff,Class,MEstimateEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'm': 1.0, 'feature_names': None}",DecisionTreeClassifier,9,9,0.11619777679443359,0.013423323631286621,0.0059499979019165036,0.00011987686157226563,0.2942351205102047,0.5105834306020818,0.6252496693121693,0.8034251544754234,0.21183879772461295,0.1425467917911905
breast.cancer.arff,Class,MEstimateEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'm': 1.0, 'feature_names': None}",DecisionTreeClassifier,9,9,0.11184289455413818,0.013553953170776368,0.007087993621826172,0.00015342235565185547,0.2942351205102047,0.5105834306020818,0.6252496693121693,0.8034251544754234,0.21183879772461295,0.1425467917911905
breast.cancer.arff,Class,OneHotEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'mapping': None, 'verbose': 0, 'cols': None, 'ordinal_encoder': None, '_dim': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'use_cat_names': False, 'feature_names': None}",DecisionTreeClassifier,9,41,0.11145036220550537,0.025954723358154297,0.006353497505187988,0.00013365745544433594,0.3124502751203484,0.4910078985214915,0.6831580687830687,0.7974536143640536,0.20312042853527207,0.1442851962171559
breast.cancer.arff,Class,OneHotEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'mapping': None, 'verbose': 0, 'cols': None, 'ordinal_encoder': None, '_dim': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'use_cat_names': False, 'feature_names': None}",DecisionTreeClassifier,9,47,0.09606053829193115,0.026746964454650878,0.006296753883361816,0.00012404918670654296,0.3124502751203484,0.4910078985214915,0.6831580687830687,0.7974536143640536,0.20312042853527207,0.1442851962171559
breast.cancer.arff,Class,OrdinalEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,9,9,0.031175947189331053,0.010126042366027831,0.006258583068847657,0.00012242794036865234,0.3338096511905316,0.48536672795688185,0.654661044973545,0.8047572120700212,0.19643131784533208,0.1445109678833193
breast.cancer.arff,Class,OrdinalEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,9,9,0.03075244426727295,0.009468436241149902,0.005983376502990722,0.00011358261108398437,0.3338096511905316,0.48536672795688185,0.654661044973545,0.8047572120700212,0.19643131784533208,0.1445109678833193
breast.cancer.arff,Class,TargetEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'ordinal_encoder': None, 'min_samples_leaf': 1, 'smoothing': 1.0, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'feature_names': None}",DecisionTreeClassifier,9,9,0.13877277374267577,0.013926935195922852,0.006130838394165039,0.00012137889862060547,0.18432860134303214,0.4820945256694295,0.612349537037037,0.8063383130310291,0.23205234341911316,0.14532406520370408
breast.cancer.arff,Class,TargetEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'ordinal_encoder': None, 'min_samples_leaf': 1, 'smoothing': 1.0, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_mean': None, 'feature_names': None}",DecisionTreeClassifier,9,9,0.14488520622253417,0.015280890464782714,0.006832265853881836,0.00015060901641845704,0.18432860134303214,0.4820945256694295,0.612349537037037,0.8063383130310291,0.23205234341911316,0.14532406520370408
breast.cancer.arff,Class,WOEEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'regularization': 1.0, 'feature_names': None}",DecisionTreeClassifier,9,9,0.13878750801086426,0.013751816749572755,0.005882978439331055,0.0001100301742553711,0.2008209158786471,0.4782621197601598,0.6025231481481481,0.8047744641509181,0.2306161443313388,0.14530267294913335
breast.cancer.arff,Class,WOEEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'regularization': 1.0, 'feature_names': None}",DecisionTreeClassifier,9,9,0.12704432010650635,0.01362152099609375,0.006145310401916504,0.00010805130004882812,0.2008209158786471,0.4782621197601598,0.6025231481481481,0.8047744641509181,0.2306161443313388,0.14530267294913335
bridges.version1.arff,TYPE,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,12,33,0.1302516222000122,0.033702301979064944,0.006322503089904785,0.00015571117401123047,0.4944319529388287,0.8824341319635505,0.7591666666666667,0.9793599671933004,0.22390533472567659,0.04427476510486729
bridges.version1.arff,TYPE,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,12,35,0.111405348777771,0.03542196750640869,0.00643000602722168,0.00012869834899902343,0.5339592827873659,0.8884241581780209,0.7820833333333334,0.9796781490114823,0.20913668276180344,0.043264238789077814
bridges.version1.arff,TYPE,BinaryEncoder,"{'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",DecisionTreeClassifier,12,33,0.11412906646728516,0.03166916370391846,0.006513428688049316,0.00015292167663574218,0.4944319529388287,0.8824341319635505,0.7591666666666667,0.9793599671933004,0.22390533472567659,0.04427476510486729
bridges.version1.arff,TYPE,BinaryEncoder,"{'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False,
       handle_missing='indicator', handle_unknown='value', mapping=None,
       return_df=True, verbose=0)}",DecisionTreeClassifier,12,35,0.1199341058731079,0.04275848865509033,0.010005617141723632,0.00027606487274169924,0.5339592827873659,0.8884241581780209,0.7820833333333334,0.9796781490114823,0.20913668276180344,0.043264238789077814
bridges.version1.arff,TYPE,JamesSteinEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'random_state': None, 'randomized': False, 'sigma': 0.05, 'model': 'independent', 'feature_names': None}",DecisionTreeClassifier,12,12,0.15289678573608398,0.015531373023986817,0.0066395759582519535,0.00013034343719482423,0.549466204506494,0.8730350611446933,0.7883333333333333,0.98046242337909,0.20798472570778678,0.04533798489507882
bridges.version1.arff,TYPE,JamesSteinEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'random_state': None, 'randomized': False, 'sigma': 0.05, 'model': 'independent', 'feature_names': None}",DecisionTreeClassifier,12,12,0.15490481853485108,0.017998528480529786,0.008096432685852051,0.00013582706451416017,0.549466204506494,0.8730350611446933,0.7883333333333333,0.98046242337909,0.20798472570778678,0.04533798489507882
bridges.version1.arff,TYPE,LeaveOneOutEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,12,12,0.2658668518066406,0.0731318473815918,0.006728482246398926,0.00012960433959960938,0.11114114859839763,1.0,0.5325,1.0,0.3906060606060605,0.0
bridges.version1.arff,TYPE,LeaveOneOutEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,12,12,0.22813184261322023,0.05014195442199707,0.00927438735961914,0.000213623046875,0.11114114859839763,1.0,0.5325,1.0,0.3906060606060605,0.0
bridges.version1.arff,TYPE,MEstimateEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'm': 1.0, 'feature_names': None}",DecisionTreeClassifier,12,12,0.24090962409973143,0.03213188648223877,0.013530755043029785,0.00032303333282470705,0.6495567642377813,0.8958196499601625,0.8060119047619047,0.9832042648709314,0.1830134837583206,0.03977435267451874
bridges.version1.arff,TYPE,MEstimateEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'm': 1.0, 'feature_names': None}",DecisionTreeClassifier,12,12,0.15996756553649902,0.020247721672058107,0.006755971908569336,0.00012998580932617189,0.6495567642377813,0.8958196499601625,0.8060119047619047,0.9832042648709314,0.1830134837583206,0.03977435267451874
bridges.version1.arff,TYPE,OneHotEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'mapping': None, 'verbose': 0, 'cols': None, 'ordinal_encoder': None, '_dim': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'use_cat_names': False, 'feature_names': None}",DecisionTreeClassifier,12,122,0.14308254718780516,0.03901078701019287,0.007995510101318359,0.0001744508743286133,0.5451157178988971,0.9134909968701915,0.7879166666666666,0.985261115427782,0.2190944092552689,0.03279623283512122
bridges.version1.arff,TYPE,OneHotEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'mapping': None, 'verbose': 0, 'cols': None, 'ordinal_encoder': None, '_dim': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'use_cat_names': False, 'feature_names': None}",DecisionTreeClassifier,12,126,0.14593172073364258,0.04342970848083496,0.007250094413757324,0.00014760494232177735,0.631014773954611,0.9114477121418411,0.8370833333333334,0.9841189242855908,0.1803538789522386,0.033815736381220506
bridges.version1.arff,TYPE,OrdinalEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,12,12,0.03547613620758057,0.010125398635864258,0.006643080711364746,0.0001257181167602539,0.5246540566085968,0.8762794232215503,0.7685119047619049,0.9723278511611845,0.223720601997835,0.04834748478994693
bridges.version1.arff,TYPE,OrdinalEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,12,12,0.033170771598815915,0.01095881462097168,0.0065316915512084964,0.00012781620025634766,0.5246540566085968,0.8762794232215503,0.7685119047619049,0.9723278511611845,0.223720601997835,0.04834748478994693
bridges.version1.arff,TYPE,TargetEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'ordinal_encoder': None, 'min_samples_leaf': 1, 'smoothing': 1.0, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'feature_names': None}",DecisionTreeClassifier,12,12,0.16254422664642335,0.017512130737304687,0.00753333568572998,0.00019049644470214844,0.549466204506494,0.8730350611446933,0.7883333333333333,0.98046242337909,0.20798472570778678,0.04533798489507882
bridges.version1.arff,TYPE,TargetEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'ordinal_encoder': None, 'min_samples_leaf': 1, 'smoothing': 1.0, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_mean': None, 'feature_names': None}",DecisionTreeClassifier,12,12,0.16213009357452393,0.017796587944030762,0.006562972068786621,0.0001360177993774414,0.549466204506494,0.8730350611446933,0.7883333333333333,0.98046242337909,0.20798472570778678,0.04533798489507882
bridges.version1.arff,TYPE,WOEEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'regularization': 1.0, 'feature_names': None}",DecisionTreeClassifier,12,12,0.15271730422973634,0.015545463562011719,0.007334780693054199,0.00018367767333984374,0.549466204506494,0.8730350611446933,0.7883333333333333,0.98046242337909,0.20798472570778678,0.04533798489507882
